City,State,Lat,Lon,Population_M,Year,Month,Crime_Type,Cases,Severity,Resolution_Rate,Arrests,Response_Time_Min
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Fraud,30,Low,0.67,17,25.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Burglary,19,Low,0.39,5,9.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Vandalism,14,Medium,0.57,7,12.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Robbery,9,Low,0.45,2,40.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Cybercrime,27,Medium,0.69,12,32.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Drug Offense,16,High,0.59,6,38.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Homicide,3,High,0.46,0,31.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,7,Harassment,18,High,0.72,9,31.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Theft,35,Low,0.37,9,34.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Assault,21,Low,0.54,7,39.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Fraud,21,Medium,0.73,12,28.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Burglary,20,Low,0.49,7,41.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Vandalism,14,Low,0.5,4,13.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Robbery,10,Low,0.37,2,44.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Cybercrime,31,Low,0.47,10,29.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Drug Offense,15,High,0.38,4,18.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Homicide,3,Low,0.53,1,15.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,8,Harassment,17,Low,0.52,5,35.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Theft,41,Medium,0.76,19,32.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Assault,12,Medium,0.41,3,28.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Fraud,19,Low,0.66,10,28.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Burglary,18,Low,0.75,11,36.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Vandalism,14,Medium,0.48,5,33.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Robbery,10,High,0.38,2,33.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Cybercrime,20,Low,0.49,8,44.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Drug Offense,19,Critical,0.57,7,24.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Homicide,3,Medium,0.6,1,26.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,9,Harassment,21,Low,0.65,8,35.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Theft,34,Critical,0.53,14,14.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Assault,14,Critical,0.6,5,36.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Fraud,30,Critical,0.62,16,41.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Burglary,15,Low,0.51,4,9.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Vandalism,13,High,0.44,4,15.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Robbery,10,Low,0.37,3,13.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Cybercrime,24,Low,0.76,15,30.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Drug Offense,13,Low,0.6,5,14.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Homicide,2,Low,0.75,0,29.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,10,Harassment,22,Medium,0.72,11,28.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Theft,38,Medium,0.48,12,31.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Assault,15,High,0.5,5,34.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Fraud,22,Critical,0.53,7,43.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Burglary,18,Low,0.74,11,43.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Vandalism,13,High,0.62,5,17.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Robbery,6,Low,0.72,3,20.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Cybercrime,19,Medium,0.52,8,8.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Drug Offense,12,Critical,0.42,3,14.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Homicide,2,High,0.63,1,28.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,11,Harassment,13,Low,0.65,5,39.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Theft,37,Low,0.58,16,24.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Assault,15,High,0.65,6,34.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Fraud,26,Medium,0.71,11,20.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Burglary,17,Low,0.75,9,42.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Vandalism,10,Medium,0.58,4,12.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Robbery,10,High,0.53,3,18.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Cybercrime,19,Low,0.58,7,40.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Drug Offense,14,High,0.73,7,37.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Homicide,2,Medium,0.5,0,30.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2023,12,Harassment,14,Low,0.76,8,42.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Theft,40,Low,0.53,14,41.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Assault,19,Low,0.36,5,30.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Fraud,22,Low,0.58,9,11.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Burglary,17,Medium,0.6,7,40.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Vandalism,12,High,0.76,6,40.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Robbery,12,Low,0.74,5,24.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Cybercrime,21,High,0.67,11,21.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Drug Offense,18,Low,0.49,6,16.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Homicide,2,Low,0.4,0,19.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,1,Harassment,16,Low,0.59,6,41.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Theft,45,Low,0.46,16,14.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Assault,15,Low,0.77,7,11.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Fraud,29,Medium,0.57,11,35.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Burglary,18,Medium,0.47,7,33.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Vandalism,11,Low,0.37,3,9.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Robbery,12,Medium,0.76,6,44.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Cybercrime,28,Medium,0.65,11,25.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Drug Offense,13,Low,0.68,5,38.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Homicide,2,Low,0.6,0,39.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,2,Harassment,20,Critical,0.58,9,35.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Theft,40,Low,0.38,10,13.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Assault,18,Low,0.72,9,12.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Fraud,32,High,0.73,18,40.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Burglary,16,Low,0.42,5,16.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Vandalism,12,High,0.68,5,10.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Robbery,14,Medium,0.44,4,14.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Cybercrime,32,Low,0.55,11,35.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Drug Offense,12,Medium,0.59,5,13.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Homicide,2,Medium,0.72,1,26.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,3,Harassment,26,Low,0.59,12,25.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Theft,53,High,0.39,13,14.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Assault,15,High,0.48,4,30.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Fraud,37,Critical,0.4,12,23.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Burglary,17,Low,0.62,6,19.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Vandalism,18,Low,0.49,7,29.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Robbery,13,Low,0.65,5,27.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Cybercrime,22,Low,0.68,11,12.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Drug Offense,18,Low,0.55,6,28.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Homicide,3,High,0.36,0,32.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,4,Harassment,24,High,0.75,12,43.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Theft,50,Medium,0.62,26,14.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Assault,22,Medium,0.76,11,31.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Fraud,27,High,0.67,15,9.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Burglary,24,Medium,0.4,6,42.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Vandalism,15,Critical,0.75,6,42.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Robbery,15,High,0.61,7,22.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Cybercrime,27,Medium,0.42,7,44.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Drug Offense,21,Low,0.75,10,39.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Homicide,3,High,0.74,1,24.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,5,Harassment,25,Low,0.57,11,14.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Theft,56,Critical,0.57,25,8.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Assault,22,Critical,0.58,11,33.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Fraud,40,Medium,0.63,22,26.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Burglary,24,Low,0.36,6,38.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Vandalism,20,High,0.71,9,43.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Robbery,14,Medium,0.56,4,9.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Cybercrime,23,Medium,0.59,11,34.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Drug Offense,23,Medium,0.45,9,33.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Homicide,2,Medium,0.58,1,10.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,6,Harassment,22,Low,0.69,13,42.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Theft,34,High,0.61,17,10.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Assault,25,Low,0.46,9,25.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Fraud,32,Medium,0.65,13,25.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Burglary,20,Low,0.71,8,13.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Vandalism,13,Low,0.47,4,32.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Robbery,13,Medium,0.63,5,15.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Cybercrime,23,Low,0.64,12,15.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Drug Offense,16,High,0.51,5,19.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Homicide,3,High,0.48,0,41.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,7,Harassment,28,Low,0.42,9,38.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Theft,46,Low,0.57,23,13.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Assault,14,High,0.75,7,24.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Fraud,38,Medium,0.73,21,19.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Burglary,16,Low,0.74,9,33.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Vandalism,18,Low,0.45,7,16.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Robbery,9,Low,0.71,5,29.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Cybercrime,22,Medium,0.45,8,27.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Drug Offense,20,Low,0.67,11,24.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Homicide,3,Medium,0.76,1,13.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,8,Harassment,19,Low,0.76,10,17.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Theft,38,Critical,0.68,20,33.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Assault,19,Low,0.61,7,11.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Fraud,30,Low,0.65,13,15.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Burglary,16,Medium,0.53,5,36.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Vandalism,12,Medium,0.76,7,25.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Robbery,11,Low,0.65,5,24.8
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Cybercrime,29,Low,0.46,9,25.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Drug Offense,12,Low,0.42,4,29.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Homicide,3,Low,0.76,1,21.2
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,9,Harassment,23,Medium,0.52,7,44.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Theft,28,Low,0.45,9,43.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Assault,14,Low,0.45,5,12.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Fraud,31,Medium,0.77,16,36.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Burglary,20,Medium,0.74,9,33.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Vandalism,13,High,0.76,7,22.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Robbery,9,Low,0.6,3,11.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Cybercrime,30,High,0.64,14,36.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Drug Offense,16,Critical,0.76,9,29.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Homicide,2,Medium,0.72,0,27.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,10,Harassment,24,Critical,0.71,14,39.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Theft,40,Low,0.36,9,26.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Assault,18,Low,0.48,5,43.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Fraud,27,Medium,0.57,9,40.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Burglary,19,Low,0.44,6,34.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Vandalism,11,Low,0.57,5,31.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Robbery,8,High,0.61,4,38.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Cybercrime,17,Low,0.65,7,12.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Drug Offense,14,High,0.41,3,28.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Homicide,2,Low,0.53,0,37.5
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,11,Harassment,14,Low,0.63,5,16.3
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Theft,38,Critical,0.35,11,39.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Assault,14,Medium,0.72,6,26.7
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Fraud,27,Medium,0.52,10,17.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Burglary,21,Medium,0.62,8,14.6
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Vandalism,13,Medium,0.47,4,17.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Robbery,12,Low,0.42,3,43.4
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Cybercrime,22,Low,0.54,8,24.9
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Drug Offense,14,Low,0.59,4,16.0
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Homicide,2,High,0.56,0,32.1
Kanpur,Uttar Pradesh,26.4499,80.3319,3.1,2024,12,Harassment,21,Medium,0.52,9,34.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Theft,29,Medium,0.77,15,21.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Assault,10,Medium,0.61,3,38.2
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Fraud,23,High,0.67,12,10.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Burglary,17,Low,0.68,8,44.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Vandalism,10,Low,0.45,3,17.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Robbery,6,High,0.73,3,42.2
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Cybercrime,23,High,0.62,12,40.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Drug Offense,13,Low,0.71,5,42.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Homicide,1,Medium,0.36,0,23.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,1,Harassment,13,Low,0.55,5,8.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Theft,26,Low,0.46,10,22.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Assault,10,Low,0.39,2,17.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Fraud,17,Medium,0.57,7,23.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Burglary,13,High,0.39,3,17.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Vandalism,8,Low,0.69,3,11.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Robbery,8,Medium,0.43,3,37.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Cybercrime,21,High,0.55,10,11.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Drug Offense,10,Medium,0.76,5,10.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Homicide,1,Low,0.74,0,34.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,2,Harassment,15,Medium,0.63,6,38.0
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Theft,23,High,0.7,9,11.0
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Assault,17,High,0.71,7,21.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Fraud,25,Low,0.41,6,13.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Burglary,20,Low,0.58,9,38.9
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Vandalism,14,Low,0.78,6,16.9
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Robbery,9,Low,0.39,2,10.0
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Cybercrime,15,Medium,0.36,4,26.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Drug Offense,14,Medium,0.76,8,22.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Homicide,2,Medium,0.44,0,44.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,3,Harassment,20,High,0.54,7,15.2
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Theft,39,Low,0.38,11,32.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Assault,17,High,0.68,9,23.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Fraud,23,Medium,0.69,12,9.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Burglary,13,Low,0.49,4,30.9
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Vandalism,10,Medium,0.45,2,38.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Robbery,10,Low,0.53,3,35.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Cybercrime,26,Low,0.61,10,23.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Drug Offense,15,Medium,0.41,3,39.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Homicide,2,Low,0.68,0,9.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,4,Harassment,21,Low,0.62,11,30.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Theft,27,Low,0.67,11,16.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Assault,14,Low,0.49,5,20.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Fraud,21,Low,0.47,6,32.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Burglary,15,Low,0.64,7,36.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Vandalism,16,Low,0.39,5,43.2
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Robbery,13,Low,0.7,6,39.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Cybercrime,21,Critical,0.55,7,38.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Drug Offense,15,Medium,0.61,6,12.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Homicide,2,Low,0.73,0,42.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,5,Harassment,17,Low,0.54,6,21.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Theft,34,Medium,0.45,10,27.9
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Assault,15,Medium,0.39,5,29.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Fraud,32,Medium,0.68,13,21.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Burglary,19,Low,0.46,6,16.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Vandalism,11,High,0.77,5,15.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Robbery,13,Medium,0.52,5,43.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Cybercrime,25,Low,0.53,11,23.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Drug Offense,12,Medium,0.55,4,10.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Homicide,3,High,0.75,1,34.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,6,Harassment,18,Low,0.61,8,31.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Theft,26,Medium,0.62,12,12.5
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Assault,12,High,0.69,7,11.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Fraud,29,Low,0.52,12,42.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Burglary,14,Medium,0.73,9,35.1
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Vandalism,16,Low,0.73,8,23.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Robbery,12,Low,0.65,5,33.2
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Cybercrime,29,Low,0.71,12,31.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Drug Offense,14,Low,0.48,4,14.7
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Homicide,3,Low,0.52,1,35.0
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,7,Harassment,23,High,0.72,13,38.9
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Theft,27,High,0.4,6,38.6
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Assault,15,Low,0.67,8,37.0
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Fraud,26,Low,0.42,8,14.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Burglary,16,High,0.47,4,27.3
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Vandalism,14,Medium,0.42,4,35.4
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Robbery,10,Medium,0.4,3,40.8
Nagpur,Maharashtra,21.1458,79.0882,2.9,2019,8,Cybercrime,24,Low,0.64,10,12.5
